City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Plettenberg Bay,ZA,-34.0527,23.3716,74.82,68,84,4.32,broken clouds
457,Saint-Prosper,CA,46.2117,-70.4811,39.69,100,100,6.35,overcast clouds
458,Morros,BR,-9.4467,-46.3003,84.69,59,21,3.27,few clouds
459,Guisa,CU,20.255,-76.5386,80.91,56,1,3.76,clear sky
460,Ugoofaaru,MV,5.6667,73.0,81.09,75,100,9.78,overcast clouds
461,Mokhsogollokh,RU,61.4681,128.9203,-30.64,100,12,3.49,few clouds
462,Bontang,ID,0.1333,117.5,77.43,91,100,9.78,overcast clouds
463,Tommot,RU,58.9564,126.2925,-19.61,99,93,1.05,overcast clouds
464,Diamantino,BR,-14.4086,-56.4461,81.84,73,99,5.08,overcast clouds
465,Quatre Cocos,MU,-20.2078,57.7625,80.71,76,68,7.4,broken clouds
466,Alta Floresta,BR,-9.8756,-56.0861,73.22,100,100,1.14,overcast clouds
467,Dublin,US,37.7021,-121.9358,61.18,79,0,0.0,clear sky
468,Lorengau,PG,-2.0226,147.2712,80.8,75,92,3.33,overcast clouds
469,Segou,ML,13.4317,-6.2157,89.58,8,5,8.55,clear sky
470,Charlottesville,US,38.0293,-78.4767,60.4,47,0,3.0,clear sky
471,Nalut,LY,30.3333,10.85,63.46,22,4,3.44,clear sky
472,Bay Roberts,CA,47.5999,-53.2648,39.33,81,100,5.01,light rain
473,Auch,FR,43.65,0.5833,56.44,81,100,3.0,overcast clouds
474,Cururupu,BR,-1.8283,-44.8683,79.09,88,100,4.68,overcast clouds
475,Itarema,BR,-2.9248,-39.9167,84.34,64,100,11.25,overcast clouds
476,Khasan,RU,42.4308,130.6434,23.22,47,90,13.04,overcast clouds
477,Bilibino,RU,68.0546,166.4372,-37.43,100,91,1.45,overcast clouds
478,Krasnokamensk,RU,50.0979,118.0369,-20.15,100,44,2.33,scattered clouds
479,Sault Sainte Marie,CA,46.5168,-84.3333,-4.11,49,0,6.91,clear sky
480,Mana,GF,5.6592,-53.7767,81.18,74,92,11.65,overcast clouds
481,Mayo,US,38.8876,-76.5119,59.49,50,0,6.91,clear sky
482,Strezhevoy,RU,60.7333,77.5889,-4.02,93,15,11.16,few clouds
483,Senanga,ZM,-16.1167,23.2667,75.72,74,100,2.46,light rain
484,Korla,CN,41.7597,86.1469,30.13,42,70,3.31,broken clouds
485,Bolu,TR,40.6667,31.5833,37.81,83,76,1.07,broken clouds
486,Mitu,CO,1.1983,-70.1733,79.27,89,100,1.92,overcast clouds
487,Vangaindrano,MG,-23.35,47.6,77.49,78,11,7.18,few clouds
488,Motygino,RU,58.1831,94.7592,-11.99,98,13,4.45,few clouds
489,Nichinan,JP,31.6,131.3667,52.92,91,100,7.4,overcast clouds
490,Shar,KZ,49.5886,81.0453,15.87,90,100,20.13,snow
491,Bilma,NE,18.6853,12.9164,78.89,10,0,7.72,clear sky
492,Kroya,ID,-7.6331,109.2461,78.19,86,100,3.0,moderate rain
493,Ayagoz,KZ,47.9714,80.4392,20.68,94,98,21.36,light snow
494,Jiangkou,CN,25.4872,119.1986,53.49,87,100,10.58,overcast clouds
495,Abu Samrah,SY,35.3029,37.1841,54.7,50,0,3.91,clear sky
496,Constitucion,CL,-35.3333,-72.4167,72.39,45,0,6.35,clear sky
497,Palmar,CR,9.8728,-84.4553,86.68,38,21,0.92,few clouds
498,Yabelo,ET,4.8833,38.0833,79.12,15,50,7.23,scattered clouds
499,Ixtapa,MX,20.7,-105.2,70.23,72,0,4.61,clear sky
500,Cranbrook,CA,49.4999,-115.7688,19.85,85,40,2.3,scattered clouds
501,Tupik,RU,54.4253,119.9327,-13.72,99,100,2.84,overcast clouds
502,Malindi,KE,-3.2175,40.1191,82.56,69,75,16.11,broken clouds
503,San Jose,US,37.3394,-121.895,62.2,69,75,0.0,broken clouds
504,Itoman,JP,26.1247,127.6694,68.77,92,75,21.85,mist
505,Bhitarwar,IN,25.8,78.1167,60.69,31,0,3.04,clear sky
506,Dali,CN,25.7,100.1833,42.24,73,4,3.4,clear sky
507,Ambilobe,MG,-13.2,49.05,76.3,90,20,3.47,moderate rain
508,Parnamirim,BR,-5.9156,-35.2628,87.69,66,75,11.5,broken clouds
509,Sioux Lookout,CA,50.1001,-91.917,-23.42,75,75,4.61,broken clouds
510,Nanortalik,GL,60.1432,-45.2371,31.06,90,100,11.23,light snow
511,Yulara,AU,-25.2406,130.9889,75.04,33,2,5.75,clear sky
512,Porto Santo,PT,33.072,-16.3415,66.11,68,75,13.8,broken clouds
513,Atchison,US,39.563,-95.1216,16.48,74,0,11.61,clear sky
514,Ust-Maya,RU,60.4167,134.5333,-34.29,100,98,0.38,overcast clouds
515,Bonavista,CA,48.6499,-53.1147,35.11,76,92,14.74,overcast clouds
516,Bure,ET,10.7,37.0667,68.63,51,83,2.77,broken clouds
517,Zhangye,CN,38.9342,100.4517,28.31,52,100,7.11,overcast clouds
518,Labuan,MY,5.2767,115.2417,75.56,100,40,0.0,light rain
519,Khandyga,RU,62.6667,135.6,-41.19,100,86,1.72,overcast clouds
520,Dabou,CI,5.3256,-4.3769,84.0,65,66,9.84,broken clouds
521,Rabo De Peixe,PT,37.8,-25.5833,60.31,67,75,12.66,broken clouds
522,Sakakah,SA,29.9697,40.2064,62.17,28,0,7.2,clear sky
523,Kirkland Lake,CA,48.1446,-80.0377,-15.77,69,100,10.89,overcast clouds
524,Taltal,CL,-25.4,-70.4833,71.44,69,1,6.67,clear sky
525,Meadow Lake,US,34.8014,-106.5436,36.14,64,17,8.37,few clouds
526,Chachapoyas,PE,-6.2317,-77.869,63.95,71,99,2.73,light rain
527,Bac Lieu,VN,9.285,105.7244,78.69,83,100,12.41,overcast clouds
528,Male,MV,4.1748,73.5089,82.35,83,75,8.05,broken clouds
529,Falam,MM,22.9167,93.6833,43.95,46,0,2.86,clear sky
530,Richards Bay,ZA,-28.783,32.0377,83.28,62,0,13.51,clear sky
531,Tacoronte,ES,28.4769,-16.4102,67.14,70,20,20.71,few clouds
532,Saint-Georges,GD,12.0564,-61.7485,83.88,65,40,20.71,scattered clouds
533,Oksfjord,NO,70.2396,22.3479,27.52,88,92,9.86,light snow
534,Huarmey,PE,-10.0681,-78.1522,74.34,75,71,7.49,broken clouds
535,Tyukhtet,RU,56.5389,89.3011,-0.67,90,7,9.48,clear sky
536,Aksay,RU,47.26,39.87,43.52,84,100,14.0,light rain
537,Liwale,TZ,-9.7667,37.9333,74.01,92,100,2.21,light rain
538,Darapidap,PH,17.2131,120.4114,76.8,81,100,1.34,overcast clouds
539,Andros Town,BS,24.7,-77.7667,78.76,73,2,10.54,moderate rain
540,Poum,NC,-20.2333,164.0167,80.53,77,83,3.15,broken clouds
541,Vadso,NO,70.0744,29.7487,15.96,79,0,14.97,clear sky
542,Tete,MZ,-16.1564,33.5867,89.69,45,20,6.91,few clouds
543,Ust-Nera,RU,64.5667,143.2,-34.1,99,61,2.66,broken clouds
544,Macusani,PE,-14.0833,-70.4333,40.69,91,99,5.66,overcast clouds
545,Dunda,TZ,-8.1167,34.25,66.2,93,100,2.93,overcast clouds
546,Nabire,ID,-3.3667,135.4833,76.06,91,98,2.08,overcast clouds
547,La Paz,BO,-16.5,-68.15,49.98,81,75,10.36,moderate rain
548,Mazagao,BR,-0.115,-51.2894,89.65,69,64,5.93,broken clouds
549,Inuvik,CA,68.3499,-133.7218,-34.56,99,30,1.95,scattered clouds
550,Daru,PG,-9.0763,143.2092,79.27,77,34,10.38,scattered clouds
551,Havoysund,NO,70.9963,24.6622,27.48,55,95,19.69,light snow
552,Ust-Kuyga,RU,70.0167,135.6,-17.03,98,100,8.79,overcast clouds
553,Abadan,IR,30.3392,48.3043,66.15,51,75,2.3,broken clouds
554,Piacabucu,BR,-10.4056,-36.4344,86.83,59,22,15.73,few clouds
555,Klyuchevskiy,RU,53.5317,119.4519,-17.19,98,97,4.0,overcast clouds
556,Gidam,IN,18.9833,81.4,65.86,33,39,4.05,scattered clouds
557,Venado Tuerto,AR,-33.7456,-61.9688,67.89,24,23,12.35,few clouds
558,Hauterive,FR,46.0901,3.4459,48.96,57,100,1.61,overcast clouds
559,Leh,IN,34.1667,77.5833,3.36,65,100,2.01,overcast clouds
560,Farafangana,MG,-22.8167,47.8333,76.59,80,13,7.61,few clouds
561,Moerai,PF,-22.4333,-151.3333,79.0,72,100,5.08,light rain
562,Pocone,BR,-16.2567,-56.6228,86.25,68,85,4.38,overcast clouds
563,Aksu,CN,41.1231,80.2644,30.79,46,72,3.69,broken clouds
564,Solok,ID,-0.7918,100.6593,71.4,95,88,1.25,overcast clouds
565,Starkville,US,33.4504,-88.8184,54.91,61,47,12.01,scattered clouds
566,Alekseyevskoye,RU,55.3071,50.1135,29.08,96,96,8.75,overcast clouds
567,Moree,AU,-29.4667,149.85,66.22,55,35,9.22,scattered clouds
568,Balikpapan,ID,-1.2675,116.8289,75.2,88,100,2.04,light rain
569,Mossendjo,CG,-2.9506,12.7261,77.27,91,97,1.39,light rain
570,San Jeronimo,PE,-11.9472,-75.2829,57.65,61,100,0.49,overcast clouds
571,Krasnoselkup,RU,65.7,82.4667,-5.37,90,5,13.38,clear sky
572,Puerto Narino,CO,-3.7703,-70.3831,84.15,55,95,3.65,overcast clouds
573,Tucuma,BR,-0.1833,-50.05,84.31,67,40,7.38,scattered clouds
574,Svetlogorsk,BY,52.6333,29.7333,26.44,84,4,7.38,clear sky
575,Thurso,GB,58.5927,-3.5259,46.65,78,99,19.3,overcast clouds
576,Caxito,AO,-8.5785,13.6643,83.05,53,22,11.18,few clouds
577,Bud,US,39.447,-86.1758,26.62,86,100,9.35,light snow
578,Berdigestyakh,RU,62.0989,126.6992,-25.15,100,98,2.53,overcast clouds
579,Baiyin,CN,36.5583,104.2081,25.68,70,13,3.76,few clouds
580,Half Moon Bay,US,37.4636,-122.4286,62.74,68,0,0.0,clear sky
581,Kieta,PG,-6.2167,155.6333,78.04,77,85,3.11,overcast clouds
582,Cordoba,AR,-31.4135,-64.1811,69.42,48,0,11.5,clear sky
583,Maragogi,BR,-9.0122,-35.2225,86.5,60,63,15.17,broken clouds
584,Muros,ES,42.7762,-9.0603,59.23,79,29,5.08,scattered clouds
585,Dire,ML,12.2833,-10.9667,95.65,7,0,5.32,clear sky
586,Giyani,ZA,-23.3025,30.7187,86.05,33,0,8.41,clear sky
587,Bayan,CN,46.0833,127.4,-14.75,100,66,3.6,broken clouds
588,Orangeville,CA,43.9168,-80.0997,21.06,83,67,15.5,broken clouds
589,Arica,CL,-18.475,-70.3042,78.35,53,0,8.05,clear sky
590,Bairiki,KI,1.3292,172.9752,80.6,78,20,8.05,few clouds
591,Narasannapeta,IN,18.4167,84.05,70.16,71,24,3.85,few clouds
592,Tevaitoa,PF,-16.7833,-151.5,80.26,75,94,13.44,light rain
593,Acajutla,SV,13.5928,-89.8275,84.79,51,3,5.06,clear sky
594,Cassilandia,BR,-19.1133,-51.7342,85.19,60,48,5.21,scattered clouds
595,Yekaterinovka,RU,52.0508,44.3451,24.42,96,100,7.56,overcast clouds
596,Kalabo,ZM,-14.97,22.6814,77.36,69,100,4.29,light rain
597,Buraydah,SA,26.326,43.975,59.45,27,0,10.02,clear sky
598,Watertown,US,42.3709,-71.1828,57.07,51,75,16.11,broken clouds
599,Niquelandia,BR,-14.4739,-48.4597,81.03,71,49,3.18,scattered clouds
600,Cam Ranh,VN,11.9214,109.1591,76.96,83,40,11.5,scattered clouds
601,Grindavik,IS,63.8424,-22.4338,26.55,74,0,12.66,clear sky
602,Rawatsar,IN,29.2833,74.3833,64.78,21,0,6.17,clear sky
603,Osoyoos,CA,49.0331,-119.4524,26.33,86,12,0.0,few clouds
604,Nzerekore,GN,7.7562,-8.8179,96.8,8,27,3.85,scattered clouds
605,Hammerfest,NO,70.6634,23.6821,27.05,100,100,14.97,shower snow
606,Capao Da Canoa,BR,-29.7456,-50.0097,77.09,75,0,16.93,clear sky
607,Panlaitan,PH,12.1191,119.8486,80.71,76,100,7.45,overcast clouds
608,Serov,RU,59.6033,60.5787,-0.69,100,97,2.06,overcast clouds
609,Kyra,RU,49.5776,111.9753,-14.87,100,99,3.91,overcast clouds
610,Kutum,SD,14.2,24.6667,79.66,7,48,9.44,scattered clouds
611,Collie,AU,-33.3667,116.15,55.98,67,0,9.19,clear sky
612,Nioro,GM,13.35,-15.75,94.96,6,33,13.56,scattered clouds
613,Akdepe,TM,42.0551,59.3788,41.09,65,66,6.55,broken clouds
614,Kure,JP,34.2333,132.5667,43.48,66,10,9.28,clear sky
615,Point Pleasant,US,40.0832,-74.0682,58.33,47,0,12.66,clear sky
616,Maldonado,UY,-34.6667,-54.9167,67.39,93,100,14.43,overcast clouds
617,Killybegs,IE,54.6333,-8.45,49.71,80,24,23.33,few clouds
618,Marsabit,KE,2.3284,37.9899,77.07,29,22,7.23,few clouds
619,Turayf,SA,31.6725,38.6637,57.45,44,0,6.91,clear sky
620,Bumba,CD,2.1833,22.4667,90.66,39,90,1.63,overcast clouds
621,Norsup,VU,-16.0667,167.3833,79.56,84,100,1.3,overcast clouds
622,Lakatoro,VU,-16.0999,167.4164,79.57,84,100,0.34,overcast clouds
623,Yakeshi,CN,49.2833,120.7333,-28.05,100,94,1.99,overcast clouds
624,Nicoya,CR,10.1483,-85.452,83.75,39,9,10.29,clear sky
625,Pokhara,NP,28.2333,83.9833,51.76,67,2,3.62,clear sky
626,Bone,DE,51.9669,12.1396,41.92,61,84,6.93,broken clouds
627,Le Port,RE,-20.9373,55.2919,80.6,74,28,6.6,scattered clouds
628,Shalinskoye,RU,55.7228,93.7594,-16.56,100,100,3.15,overcast clouds
629,Puri,IN,19.8,85.85,68.52,63,53,10.69,broken clouds
630,Jardim,BR,-21.4803,-56.1381,102.11,26,11,1.3,few clouds
631,Odweyne,SO,9.4092,45.064,69.66,49,78,12.17,broken clouds
632,Lazurne,UA,46.084,32.5295,40.01,70,49,20.36,scattered clouds
633,Port-Gentil,GA,-0.7193,8.7815,87.76,70,40,12.66,scattered clouds
634,Lamar,US,33.6668,-95.5836,38.86,44,100,19.57,overcast clouds
635,North Battleford,CA,52.7834,-108.2847,1.49,78,0,12.66,clear sky
636,Macapa,BR,0.0389,-51.0664,89.58,66,75,12.66,broken clouds
637,Forbes,AU,-33.3833,148.0167,67.91,65,0,7.18,clear sky
638,Lakhdenpokhya,RU,61.5198,30.1992,27.82,91,100,12.5,light snow
639,Shizunai,JP,42.3339,142.3669,26.65,96,100,13.78,snow
640,Ambanja,MG,-13.6833,48.45,84.13,91,17,1.74,moderate rain
641,Kristiinankaupunki,FI,62.2743,21.376,31.03,85,100,9.78,overcast clouds
642,Ubinskoye,RU,55.3068,79.6802,-3.35,96,6,9.64,clear sky
643,Aranos,NA,-24.1333,19.1167,75.99,57,96,16.46,light rain
644,Bani Walid,LY,31.7566,13.9942,62.17,36,33,4.05,scattered clouds
645,Tautira,PF,-17.7333,-149.15,75.22,76,98,12.3,overcast clouds
646,Husavik,IS,66.0449,-17.3389,21.11,81,61,6.22,broken clouds
647,Thika,KE,-1.0333,37.0693,80.71,50,100,9.46,overcast clouds
648,Kuytun,RU,54.3419,101.5036,-23.42,100,89,2.17,overcast clouds
649,Port Lincoln,AU,-34.7333,135.8667,68.4,69,100,9.55,overcast clouds
650,Cayeli,TR,41.0923,40.7292,50.36,66,3,4.21,clear sky
651,Truth Or Consequences,US,33.1284,-107.2528,40.91,54,0,20.71,clear sky
652,Nantucket,US,41.2835,-70.0995,55.62,71,0,16.11,clear sky
653,Kashi,CN,39.4547,75.9797,42.01,28,40,4.47,scattered clouds
654,Zahirabad,IN,17.6833,77.6167,71.53,32,16,8.7,few clouds
655,Turukhansk,RU,65.8167,87.9833,-12.03,79,1,8.52,clear sky
656,Aykhal,RU,66.0,111.5,-5.62,100,87,4.16,overcast clouds
657,Mazarron,ES,37.5992,-1.3149,64.15,62,2,5.39,clear sky
658,Mehamn,NO,71.0357,27.8492,26.53,70,95,17.0,light snow
659,Omsukchan,RU,62.5333,155.8,-30.17,88,67,3.89,broken clouds
660,Balud,PH,10.1476,123.6953,78.76,86,100,9.4,overcast clouds
661,Hay River,CA,60.8156,-115.7999,-25.62,75,40,3.44,scattered clouds
662,Faya,SA,18.3851,42.4509,62.71,75,29,5.46,scattered clouds
663,Salalah,OM,17.0151,54.0924,77.09,57,20,6.91,few clouds
664,Nelson Bay,AU,-32.7167,152.15,72.0,69,65,4.0,broken clouds
665,Zerbst,DE,51.9667,12.0833,41.94,61,82,7.23,broken clouds
666,Dolzhanskaya,RU,46.6311,37.8039,40.91,89,100,20.62,overcast clouds
667,Hede,CN,33.7681,120.2517,42.85,74,100,4.32,light rain
668,Valverde Del Camino,ES,37.5751,-6.7543,61.92,58,52,8.57,broken clouds
669,Paamiut,GL,61.994,-49.6678,21.76,95,100,12.19,snow
670,Gazanjyk,TM,39.2446,55.5154,46.9,54,0,7.56,clear sky
671,Sinnamary,GF,5.3833,-52.95,79.86,83,81,11.99,broken clouds
672,Jalu,LY,29.0331,21.5482,62.22,32,0,4.18,clear sky
673,Zhezkazgan,KZ,47.8043,67.7144,24.78,93,100,17.9,light snow
674,Nianzishan,CN,47.5167,122.8833,-2.36,88,52,4.81,broken clouds
675,Tocopilla,CL,-22.092,-70.1979,74.1,65,5,8.61,clear sky
676,Fomboni,KM,-12.28,43.7425,80.42,80,100,17.81,moderate rain
677,Santa Lucia,ES,27.9117,-15.5407,63.77,60,20,27.63,few clouds
678,Hambantota,LK,6.1241,81.1185,77.34,100,40,3.44,scattered clouds
679,Vuktyl,RU,63.8567,57.3094,6.24,92,100,10.07,overcast clouds
680,Pangkalanbuun,ID,-2.6833,111.6167,74.05,89,100,1.79,light rain
681,Sao Miguel Do Tapuio,BR,-5.5036,-41.3233,96.17,30,34,4.38,scattered clouds
682,Bada,RU,51.392,109.8717,-17.28,99,58,1.41,broken clouds
683,Walvis Bay,NA,-22.9575,14.5053,74.19,74,17,8.41,few clouds
684,Marawi,PH,7.9986,124.2928,67.64,92,100,2.55,overcast clouds
685,Bundaberg,AU,-24.85,152.35,70.09,85,75,6.91,broken clouds
686,Senador Jose Porfirio,BR,-2.5908,-51.9542,80.4,79,82,3.53,broken clouds
